2025-03-23 17:11:54,104 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:30]
2025-03-23 17:14:01,461 INFO: Usuario: Anónimo, Método: GET, Ruta: /acceso, Args: {'next': '/'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:30]
2025-03-23 17:14:01,482 INFO: Usuario: Anónimo, Método: GET, Ruta: /static/output.css, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:30]
2025-03-24 11:51:01,974 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:34:21,922 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:34:46,448 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:35:09,475 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:35:14,742 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:35:17,962 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:35:20,057 INFO: Usuario: 00000000, Método: GET, Ruta: /preguntas, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:35:36,738 INFO: Usuario: 00000000, Método: GET, Ruta: /preguntas, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:35:38,982 INFO: Usuario: 00000000, Método: GET, Ruta: /resultados, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:37:25,134 INFO: Usuario: 00000000, Método: GET, Ruta: /resultados, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:37:28,101 INFO: Usuario: 00000000, Método: GET, Ruta: /resultados, Args: {'grupo_id': '1'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:37:28,834 INFO: Usuario: 00000000, Método: GET, Ruta: /resultados, Args: {'grupo_id': '2'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:37:31,483 INFO: Usuario: 00000000, Método: GET, Ruta: /resultados, Args: {'grupo_id': '1'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:37:33,256 INFO: Usuario: 00000000, Método: GET, Ruta: /resultados, Args: {'grupo_id': '2'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:37:38,728 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:37:40,818 INFO: Usuario: 00000000, Método: GET, Ruta: /preguntas, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:37:45,720 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:38:11,987 INFO: Usuario: 00000000, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:38:21,685 INFO: Usuario: 00000000, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:38:47,235 INFO: Usuario: 00000000, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:38:47,248 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:39:35,499 INFO: Usuario: 00000000, Método: GET, Ruta: /preguntas, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:39:37,149 INFO: Usuario: 00000000, Método: GET, Ruta: /resultados, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:39:42,148 INFO: Usuario: 00000000, Método: GET, Ruta: /salir, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:39:56,419 INFO: Usuario: 00000000, Método: GET, Ruta: /salir, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:39:56,423 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:40:28,186 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:40:28,893 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:40:48,375 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:41:10,475 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:41:10,594 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:41:10,769 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:41:14,482 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:41:50,780 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:42:09,225 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:42:09,646 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:42:10,078 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:42:10,230 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:43:26,624 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:44:14,231 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:44:14,237 INFO: Usuario: Anónimo, Método: GET, Ruta: /acceso, Args: {'next': '/'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:44:19,155 INFO: Usuario: Anónimo, Método: POST, Ruta: /acceso, Args: {}, Form: {'csrf_token': 'IjdkNTQzY2U2MmU2OGFiMTZkZmZkZWMxOWIwMjk0NzQxZjMyMjY4MTEi.Z-Gn_g.XmMjwQX1SDeCo9hsLff9FN33Hr4', 'matricula': '22002359', 'password': '22002359'} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:44:19,253 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:44:21,432 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:44:40,582 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:47:15,254 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:47:52,054 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:47:56,074 INFO: Usuario: 22002359, Método: GET, Ruta: /salir, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:47:56,082 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:47:56,089 INFO: Usuario: Anónimo, Método: GET, Ruta: /acceso, Args: {'next': '/'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:48:01,768 INFO: Usuario: Anónimo, Método: POST, Ruta: /acceso, Args: {}, Form: {'csrf_token': 'IjdkNTQzY2U2MmU2OGFiMTZkZmZkZWMxOWIwMjk0NzQxZjMyMjY4MTEi.Z-Go3A.fS9I1MAgre3nXxQ4KF0A_BbfDYc', 'matricula': '22002359', 'password': '22002359'} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:48:01,863 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:48:17,603 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:23]
2025-03-24 12:50:24,038 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:50:25,403 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:50:58,990 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:50:59,632 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:51:07,385 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:52:31,566 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:52:48,056 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:54:13,176 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:54:13,932 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:54:40,504 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:59:16,730 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:59:16,743 INFO: Usuario: Anónimo, Método: GET, Ruta: /acceso, Args: {'next': '/'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:59:19,369 INFO: Usuario: Anónimo, Método: GET, Ruta: /registro, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:59:23,391 INFO: Usuario: Anónimo, Método: POST, Ruta: /registro, Args: {}, Form: {'csrf_token': 'IjdkNTQzY2U2MmU2OGFiMTZkZmZkZWMxOWIwMjk0NzQxZjMyMjY4MTEi.Z-Grhw.-akQRo5rvF173lGHLrFGhmsk_eU', 'matricula': '22002359', 'email': 'alejandrodcardona5@gmail.com'} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:59:48,773 INFO: Usuario: Anónimo, Método: GET, Ruta: /registro, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 12:59:49,514 INFO: Usuario: Anónimo, Método: GET, Ruta: /registro, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:00:00,550 INFO: Usuario: Anónimo, Método: POST, Ruta: /registro, Args: {}, Form: {'csrf_token': 'IjdkNTQzY2U2MmU2OGFiMTZkZmZkZWMxOWIwMjk0NzQxZjMyMjY4MTEi.Z-GrpQ.p30R7GvuDk5ImHK5Tv5XctPk5OQ', 'matricula': '22002359', 'email': 'alejandrodcardona5@gmail.com'} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:00:00,681 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:00:25,322 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:01:20,755 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:02:23,642 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:02:27,096 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:02:27,691 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:02:29,126 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:02:29,762 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:02:30,277 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:03:25,140 INFO: Usuario: 22002359, Método: GET, Ruta: /examen, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:03:26,893 INFO: Usuario: 22002359, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:03:28,295 INFO: Usuario: 22002359, Método: GET, Ruta: /salir, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:03:28,305 INFO: Usuario: Anónimo, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:03:28,310 INFO: Usuario: Anónimo, Método: GET, Ruta: /acceso, Args: {'next': '/'}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:03:33,576 INFO: Usuario: Anónimo, Método: POST, Ruta: /acceso, Args: {}, Form: {'csrf_token': 'IjdkNTQzY2U2MmU2OGFiMTZkZmZkZWMxOWIwMjk0NzQxZjMyMjY4MTEi.Z-GsgA.wmTJmNaerNmOLDRre91FZo60-n4', 'matricula': '00000000', 'password': 'admin'} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:03:33,670 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:03:38,685 INFO: Usuario: 00000000, Método: GET, Ruta: /preguntas, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:06:24,727 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controlador.py:22]
2025-03-24 13:13:33,943 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:29]
2025-03-24 13:13:34,180 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:29]
2025-03-24 13:15:24,041 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:29]
2025-03-24 13:15:24,505 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:29]
2025-03-24 13:15:49,150 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:29]
2025-03-24 13:15:49,173 INFO: Usuario: 00000000, Método: GET, Ruta: /static/output.css, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/app.py:29]
2025-03-24 13:17:46,259 INFO: Usuario: 00000000, Método: GET, Ruta: /, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controladores.py:29]
2025-03-24 13:19:02,219 INFO: Usuario: 00000000, Método: GET, Ruta: /preguntas, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controladores.py:29]
2025-03-24 13:19:35,583 INFO: Usuario: 00000000, Método: GET, Ruta: /preguntas, Args: {}, Form: {} [in /Users/alejandro/Developer/utl/desarrollo web profesional/Examen2doParcial/controladores.py:29]
